sensor_id,lat,lon,pressure,temperature,humidity
3428,42.624,23.406,94614.73,33.06,26.25
3512,42.683,23.335,95333.69,17.42,72.3
3428,42.624,23.406,95071.81,34.54,36.19
2228,42.693,23.333,95237.34,19.07,58.15
2264,42.671,23.31,94046.8,24.38,65.07
3836,42.702,23.371,95167.88,39.43,22.96
2234,42.685,23.356,94275.91,18.11,82.42
3474,42.68,23.293,94810.59,22.19,48.01
2264,42.671,23.31,94521.59,20.21,74.86
3428,42.624,23.406,95154.92,23.11,59.85
3472,42.669,23.318,94910.55,33.98,21.52
2232,42.685,23.301,95372.85,25.05,44.62
2230,42.692,23.332,94430.34,30.39,46.67
3472,42.669,23.318,94290.23,26.52,35.04
3428,42.624,23.406,94104.2,30.29,44.33
2607,42.66,23.319,94873.52,14.15,90.14
2036,42.657,23.349,94999.97,32.68,27.46
1850,42.677,23.311,94645.94,25.96,53.53
2228,42.693,23.333,95361.78,21.84,69.49
1764,42.622,23.366,94321.57,17.63,63.81
3438,42.738,23.293,95779.77,21.59,54.63
1846,42.64,23.31,93971.03,20.5,62.84
2234,42.685,23.356,94364.94,34.61,25.88
1850,42.677,23.311,95449.95,27.82,34.68
3836,42.702,23.371,95052.75,33.06,22.79
1954,42.704,23.354,95179.38,34.04,37.26
2323,42.686,23.4,94885.94,17.64,63.05
2040,42.686,23.351,95052.89,25.63,46.83
1850,42.677,23.311,94751.75,28.71,47.82
3500,42.703,23.349,95458.0,40.7,14.39
2264,42.671,23.31,95392.42,27.53,36.69
2264,42.671,23.31,94688.27,27.47,51.41
3738,42.7,23.332,94980.99,28.5,32.13
3438,42.738,23.293,95477.12,22.34,63.58
3438,42.738,23.293,95377.77,25.89,56.7
2036,42.657,23.349,94863.81,17.19,88.32
1952,42.709,23.398,96095.44,17.39,85.64
2040,42.686,23.351,95268.63,33.39,28.51
3428,42.624,23.406,94996.75,28.94,38.05
2262,42.691,23.324,95078.06,31.48,35.35
2294,42.645,23.265,93002.83,16.42,60.66
1952,42.709,23.398,95873.09,25.33,47.03
3982,42.654,23.33,93615.1,26.21,0.0
2224,42.651,23.335,95059.33,20.7,57.64
2038,42.694,23.32,95518.14,17.24,69.63
4471,42.698,23.291,94345.95,21.93,74.73
3092,42.666,23.284,94853.05,18.01,0.0
3472,42.669,23.318,94717.14,23.58,60.82
3836,42.702,23.371,95616.05,26.37,47.12
3296,42.671,23.325,94412.05,31.22,28.73
1764,42.622,23.366,93935.55,20.06,85.48
3512,42.683,23.335,95134.94,23.36,41.71
2232,42.685,23.301,95264.88,24.35,46.66
2266,42.738,23.272,95502.1,18.31,65.71
2323,42.686,23.4,95800.09,25.35,48.19
2216,42.664,23.373,94705.11,34.39,26.09
3096,42.7,23.36,95661.04,26.46,45.31
2323,42.686,23.4,94914.91,33.69,17.74
1954,42.704,23.354,95261.42,20.3,49.61
3102,42.665,23.392,94445.48,17.58,80.93
2228,42.693,23.333,95573.11,24.2,42.67
2224,42.651,23.335,94946.48,30.25,32.24
1954,42.704,23.354,95901.64,25.61,44.63
1850,42.677,23.311,95487.14,25.77,41.08
3472,42.669,23.318,94249.13,29.53,33.09
3102,42.665,23.392,94194.12,28.47,46.15
2216,42.664,23.373,95416.75,24.38,42.47
2607,42.66,23.319,94463.05,21.33,68.4
2262,42.691,23.324,95357.58,22.5,66.45
2036,42.657,23.349,94431.44,27.15,45.4
3092,42.666,23.284,94881.22,16.69,0.0
3474,42.68,23.293,95022.41,27.67,49.3
1764,42.622,23.366,93460.05,22.16,62.31
3512,42.683,23.335,94922.75,21.07,55.46
3096,42.7,23.36,94789.88,22.68,61.45
3102,42.665,23.392,94010.3,31.79,31.8
3968,42.689,23.357,95289.66,25.14,41.39
2262,42.691,23.324,95210.63,29.58,41.62
1846,42.64,23.31,94077.94,21.27,70.4
1846,42.64,23.31,93500.53,32.68,37.0
1954,42.704,23.354,94215.69,33.62,35.35
2266,42.738,23.272,94691.97,19.16,81.83
2292,42.663,23.273,94283.53,36.02,20.74
1952,42.709,23.398,95675.22,16.51,87.81
2232,42.685,23.301,95226.77,29.29,32.01
3620,42.678,23.254,93834.56,17.34,86.65
4467,42.665,23.278,93592.05,29.9,46.16
2294,42.645,23.265,93282.94,14.34,65.6
2607,42.66,23.319,94930.8,29.47,34.78
3102,42.665,23.392,95619.95,24.15,44.73
2232,42.685,23.301,94811.72,35.59,25.49
2228,42.693,23.333,94422.49,17.84,78.05
3438,42.738,23.293,95251.6,22.31,43.95
2036,42.657,23.349,94618.48,23.12,63.17
3474,42.68,23.293,93624.74,28.06,48.06
3428,42.624,23.406,95134.98,19.4,70.12
2224,42.651,23.335,95077.87,31.61,29.45
1954,42.704,23.354,95261.38,28.69,47.22
2036,42.657,23.349,94939.95,21.32,63.72
2294,42.645,23.265,93123.75,25.28,43.39
1846,42.64,23.31,94208.05,34.89,29.03
2264,42.671,23.31,94847.75,27.53,36.24
2036,42.657,23.349,95238.89,22.08,52.51
2323,42.686,23.4,95597.86,15.59,86.31
2264,42.671,23.31,95364.37,34.76,24.44
3836,42.702,23.371,95367.17,25.85,45.69
1962,42.69,23.324,94638.59,21.86,68.64
2262,42.691,23.324,95269.09,19.53,75.26
2294,42.645,23.265,92323.77,16.19,63.08
2036,42.657,23.349,93976.39,15.66,94.91
3096,42.7,23.36,95144.97,24.83,58.52
2232,42.685,23.301,94599.38,28.02,36.78
2224,42.651,23.335,94874.73,16.31,78.59
4558,42.706,23.38,95642.06,29.48,34.1
3436,42.693,23.359,95179.78,16.67,84.68
4473,42.625,23.321,93452.68,25.87,39.28
3428,42.624,23.406,95299.59,25.7,41.71
3474,42.68,23.293,94665.15,25.18,52.85
1846,42.64,23.31,93590.7,22.27,66.62
2036,42.657,23.349,95042.16,28.43,30.69
1764,42.622,23.366,94185.98,15.39,88.18
2323,42.686,23.4,94581.64,17.93,89.19
3620,42.678,23.254,94740.27,27.73,43.98
2224,42.651,23.335,94643.16,21.67,54.27
2224,42.651,23.335,95247.83,19.02,64.04
3738,42.7,23.332,95522.11,25.92,65.16
3092,42.666,23.284,94808.17,23.25,0.0
2040,42.686,23.351,117638.84,-145.12,100.0
1764,42.622,23.366,94372.24,24.67,53.95
1962,42.69,23.324,95032.52,26.67,51.14
3092,42.666,23.284,94193.82,20.96,52.08
3968,42.689,23.357,95007.52,26.94,58.91
4469,42.665,23.293,94135.31,26.95,36.03
3642,42.694,23.36,95178.66,16.34,78.48
1962,42.69,23.324,94808.19,22.24,61.7
3102,42.665,23.392,95131.5,31.49,22.57
2323,42.686,23.4,95676.22,25.92,41.29
2607,42.66,23.319,94688.29,25.09,64.95
2323,42.686,23.4,95890.88,16.83,88.89
2323,42.686,23.4,95429.09,17.76,66.6
4473,42.625,23.321,92229.45,26.88,50.04
3432,42.71,23.419,95902.27,35.44,28.7
2262,42.691,23.324,94558.41,33.21,30.3
1954,42.704,23.354,95877.1,16.69,63.62
3428,42.624,23.406,94920.67,25.57,55.62
3982,42.654,23.33,95137.02,21.33,0.0
1962,42.69,23.324,94529.23,21.27,72.03
2234,42.685,23.356,95032.7,25.82,42.06
2036,42.657,23.349,94087.03,17.37,84.01
2262,42.691,23.324,94225.2,26.23,59.57
3432,42.71,23.419,96103.91,22.35,63.11
2232,42.685,23.301,94005.91,27.46,47.54
1962,42.69,23.324,95502.27,29.56,33.41
2036,42.657,23.349,95162.84,26.27,37.39
3438,42.738,23.293,95761.36,20.15,63.19
3982,42.654,23.33,94384.2,22.33,0.0
2294,42.645,23.265,93011.0,15.91,65.66
2262,42.691,23.324,95097.23,20.22,52.03
1952,42.709,23.398,96086.7,19.18,69.28
3474,42.68,23.293,94738.26,33.85,36.2
3438,42.738,23.293,95102.63,23.69,53.34
2264,42.671,23.31,94702.53,24.81,44.36
2036,42.657,23.349,94541.22,20.51,71.05
1954,42.704,23.354,95133.91,26.78,41.47
2323,42.686,23.4,95660.31,23.64,50.69
3438,42.738,23.293,95358.94,39.99,21.61
1850,42.677,23.311,95244.14,19.13,70.03
1954,42.704,23.354,95410.81,19.98,59.81
2036,42.657,23.349,94789.32,30.56,32.82
3642,42.694,23.36,95460.33,30.3,37.31
3968,42.689,23.357,94957.11,36.68,28.32
1846,42.64,23.31,93275.39,20.92,61.81
2323,42.686,23.4,95591.27,15.62,88.8
3096,42.7,23.36,95860.56,19.97,72.59
2216,42.664,23.373,95418.11,33.19,35.4
3438,42.738,23.293,95266.05,21.79,49.52
2228,42.693,23.333,95503.95,23.94,50.63
2262,42.691,23.324,95558.53,25.56,47.47
2040,42.686,23.351,95589.65,20.41,57.79
2038,42.694,23.32,95519.08,19.21,60.13
2038,42.694,23.32,95485.62,30.34,30.13
3474,42.68,23.293,95013.06,27.71,41.79
2038,42.694,23.32,94799.47,39.32,17.46
3296,42.671,23.325,95085.91,45.58,11.52
4471,42.698,23.291,94397.18,28.86,45.65
3836,42.702,23.371,95724.87,29.05,42.22
2264,42.671,23.31,95318.02,25.27,49.9
3982,42.654,23.33,93776.63,21.76,0.0
2264,42.671,23.31,94579.98,22.29,63.82
2323,42.686,23.4,95323.03,30.96,30.81
2036,42.657,23.349,94019.02,23.99,48.51
3472,42.669,23.318,94714.5,16.64,76.68
2323,42.686,23.4,95018.92,29.89,39.87
4471,42.698,23.291,94548.45,25.23,45.26
2264,42.671,23.31,95456.45,28.56,38.56
1846,42.64,23.31,94270.13,17.39,70.58
3436,42.693,23.359,95322.28,17.42,78.4
2224,42.651,23.335,94278.23,30.63,36.41
3092,42.666,23.284,93778.61,23.47,53.32
3738,42.7,23.332,95069.41,31.62,37.52
3620,42.678,23.254,94775.45,23.1,58.7
2323,42.686,23.4,95610.07,19.49,74.05
4475,42.654,23.316,94878.45,33.59,25.66
4477,42.629,23.301,92772.34,26.39,47.92
2224,42.651,23.335,94798.09,28.98,46.51
2294,42.645,23.265,91911.84,18.79,79.89
2266,42.738,23.272,95037.63,24.72,60.7
2224,42.651,23.335,94601.12,36.17,28.67
3102,42.665,23.392,95306.5,27.38,45.19
1850,42.677,23.311,94142.66,19.0,89.78
1850,42.677,23.311,95035.54,33.07,37.71
2036,42.657,23.349,95190.91,25.02,44.24
4475,42.654,23.316,93752.71,16.58,87.06
1846,42.64,23.31,93342.98,32.26,30.26
3432,42.71,23.419,95952.36,31.56,35.79
2224,42.651,23.335,94889.67,16.45,78.04
3500,42.703,23.349,94762.97,20.0,75.01
2038,42.694,23.32,95305.59,33.33,34.48
2323,42.686,23.4,95572.97,30.51,28.2
3432,42.71,23.419,95183.81,23.41,47.63
2294,42.645,23.265,92938.17,23.79,72.83
3512,42.683,23.335,94716.41,18.15,62.23
3436,42.693,23.359,94494.91,32.05,37.99
1954,42.704,23.354,95772.25,28.15,34.12
2224,42.651,23.335,95098.84,27.49,40.57
2040,42.686,23.351,95308.56,22.62,52.4
3438,42.738,23.293,94991.55,28.78,45.17
1764,42.622,23.366,94516.48,26.93,47.25
3436,42.693,23.359,94616.7,21.27,70.29
4358,42.703,23.373,95708.83,24.39,51.16
1850,42.677,23.311,94729.58,24.58,56.98
2292,42.663,23.273,94283.8,27.16,41.04
3438,42.738,23.293,95443.34,18.52,83.03
1954,42.704,23.354,95532.67,26.98,46.88
3738,42.7,23.332,95832.55,28.47,34.54
2216,42.664,23.373,95002.2,44.13,18.51
3836,42.702,23.371,95274.02,27.07,47.17
4477,42.629,23.301,91635.27,25.41,63.07
2264,42.671,23.31,95508.75,18.09,68.67
2323,42.686,23.4,95658.55,17.06,66.37
3472,42.669,23.318,94424.41,23.68,40.8
2228,42.693,23.333,95373.78,21.11,77.6
1952,42.709,23.398,95795.05,15.57,85.65
2262,42.691,23.324,94547.72,20.09,71.9
2216,42.664,23.373,95108.34,23.12,75.61
2216,42.664,23.373,94814.27,23.11,65.02
1962,42.69,23.324,95279.59,27.04,44.07
1846,42.64,23.31,93549.72,35.43,30.01
1962,42.69,23.324,95591.09,25.1,46.67
3968,42.689,23.357,95242.54,17.31,68.97
2262,42.691,23.324,94921.47,24.87,56.51
2323,42.686,23.4,95501.11,18.91,78.69
2232,42.685,23.301,94019.53,23.93,55.72
3982,42.654,23.33,95015.58,30.86,0.0
2040,42.686,23.351,94126.02,23.65,64.56
3982,42.654,23.33,93887.7,22.15,0.0
1850,42.677,23.311,94523.7,19.5,74.42
2262,42.691,23.324,94871.98,25.66,37.35
4358,42.703,23.373,94656.39,17.91,91.54
3092,42.666,23.284,94643.58,21.21,0.0
2224,42.651,23.335,94316.41,22.63,48.36
2216,42.664,23.373,95146.83,18.53,70.36
3296,42.671,23.325,94431.2,20.15,53.98
3620,42.678,23.254,94603.04,22.71,48.71
2036,42.657,23.349,93957.51,17.01,86.08
3428,42.624,23.406,95527.22,24.43,51.69
3428,42.624,23.406,95436.58,20.03,73.99
2038,42.694,23.32,94905.3,22.33,60.35
2294,42.645,23.265,92860.88,19.89,56.41
2230,42.692,23.332,94953.44,26.47,43.08
3982,42.654,23.33,94712.66,24.71,0.0
1954,42.704,23.354,95352.56,30.95,43.99
2262,42.691,23.324,94912.16,27.78,32.54
3328,42.675,23.356,94744.69,36.36,19.3
3472,42.669,23.318,94309.4,31.01,41.79
2262,42.691,23.324,95439.2,29.7,31.58
2234,42.685,23.356,95468.34,29.25,29.92
3738,42.7,23.332,95066.48,24.75,51.94
3474,42.68,23.293,94570.16,23.74,42.14
2038,42.694,23.32,94642.62,22.54,44.2
3438,42.738,23.293,95737.09,28.0,36.93
1850,42.677,23.311,95225.27,22.6,59.77
4469,42.665,23.293,93418.65,34.34,30.37
3096,42.7,23.36,95709.5,18.87,65.12
2232,42.685,23.301,94745.44,29.48,42.6
3982,42.654,23.33,94040.5,29.46,0.0
3500,42.703,23.349,95432.39,20.66,61.88
3436,42.693,23.359,94385.45,19.3,75.48
2224,42.651,23.335,93625.12,28.43,40.9
3296,42.671,23.325,95043.59,22.27,56.38
1846,42.64,23.31,94356.2,13.94,74.27
2036,42.657,23.349,94679.47,25.86,49.92
4471,42.698,23.291,94952.44,33.67,21.5
2266,42.738,23.272,95797.95,26.48,39.26
3432,42.71,23.419,94705.77,17.81,85.52
3096,42.7,23.36,95831.79,26.25,39.58
3436,42.693,23.359,94948.48,26.08,51.61
3836,42.702,23.371,95760.02,16.21,90.02
1850,42.677,23.311,95139.54,24.83,66.24
4558,42.706,23.38,95667.88,35.54,24.19
2224,42.651,23.335,94223.92,41.12,19.21
3102,42.665,23.392,95338.39,19.39,62.09
3500,42.703,23.349,95583.41,40.23,20.34
1846,42.64,23.31,93046.41,16.48,100.0
2264,42.671,23.31,95028.27,24.54,52.83
3432,42.71,23.419,95276.06,25.93,39.1
2038,42.694,23.32,95727.89,20.47,61.53
3438,42.738,23.293,95677.25,19.78,61.94
3472,42.669,23.318,93991.81,17.74,83.54
2036,42.657,23.349,94467.55,17.52,63.79
3512,42.683,23.335,95770.42,24.87,47.48
2264,42.671,23.31,95439.16,20.05,66.97
2232,42.685,23.301,94144.86,18.05,74.32
2607,42.66,23.319,93890.6,17.35,79.65
3474,42.68,23.293,95006.69,31.04,39.65
2038,42.694,23.32,95346.45,29.51,36.94
2234,42.685,23.356,95391.08,25.26,50.12
3428,42.624,23.406,94659.08,28.21,44.2
2038,42.694,23.32,95119.58,22.73,57.5
1954,42.704,23.354,95429.45,21.45,65.93
1962,42.69,23.324,94507.92,43.15,19.32
3092,42.666,23.284,93820.81,28.46,32.3
2036,42.657,23.349,94338.35,16.5,88.53
2234,42.685,23.356,95364.02,35.09,23.8
3472,42.669,23.318,94705.62,34.49,29.6
3642,42.694,23.36,95395.94,19.1,69.24
3620,42.678,23.254,94113.53,21.44,74.37
2264,42.671,23.31,95561.41,23.29,45.93
2216,42.664,23.373,94823.81,21.91,71.26
1954,42.704,23.354,95334.58,26.76,48.75
1962,42.69,23.324,95471.7,20.78,57.13
3436,42.693,23.359,95683.45,23.48,52.72
1850,42.677,23.311,94430.5,17.04,93.18
1846,42.64,23.31,93974.43,16.62,66.43
3474,42.68,23.293,94843.33,20.93,59.55
3436,42.693,23.359,95795.52,19.83,64.27
2266,42.738,23.272,95118.08,22.29,44.14
3436,42.693,23.359,95344.78,24.66,48.43
3472,42.669,23.318,94160.46,21.92,48.44
3500,42.703,23.349,95357.58,16.8,83.48
3500,42.703,23.349,95233.09,21.82,56.24
2262,42.691,23.324,95200.38,29.57,43.35
3500,42.703,23.349,95449.91,17.07,78.45
3642,42.694,23.36,95247.41,38.74,23.5
2228,42.693,23.333,95526.66,25.67,35.97
2262,42.691,23.324,95361.18,17.04,79.15
1846,42.64,23.31,93564.52,25.11,52.06
2323,42.686,23.4,95398.3,27.37,48.85
3428,42.624,23.406,95049.72,28.83,40.74
3738,42.7,23.332,94944.23,33.8,32.05
3500,42.703,23.349,95634.7,45.01,11.92
2292,42.663,23.273,94537.22,21.55,43.23
2264,42.671,23.31,94649.73,34.8,24.44
3620,42.678,23.254,94076.25,31.47,48.9
3642,42.694,23.36,94239.34,19.51,78.36
3472,42.669,23.318,94684.22,18.56,66.04
1952,42.709,23.398,96130.82,27.72,50.97
2040,42.686,23.351,117638.84,-145.12,100.0
3836,42.702,23.371,94612.15,21.2,74.45
3102,42.665,23.392,94932.32,40.33,19.59
3326,42.662,23.368,94643.83,27.31,50.84
3102,42.665,23.392,94842.47,18.67,76.76
2292,42.663,23.273,94110.59,28.18,32.16
2230,42.692,23.332,94853.38,31.45,35.5
3836,42.702,23.371,96104.39,20.11,60.63
3438,42.738,23.293,94946.23,20.16,75.16
3738,42.7,23.332,95477.98,19.54,58.6
2294,42.645,23.265,92986.2,13.36,94.33
1846,42.64,23.31,93788.01,20.04,63.33
3438,42.738,23.293,95388.64,24.48,53.57
3428,42.624,23.406,94262.69,24.79,57.57
3102,42.665,23.392,94840.05,26.38,50.06
2232,42.685,23.301,94630.06,26.11,35.91
3474,42.68,23.293,95143.01,25.57,46.43
1850,42.677,23.311,94686.26,22.54,47.26
2323,42.686,23.4,95935.66,21.63,56.08
2262,42.691,23.324,95113.76,19.45,58.83
3296,42.671,23.325,94806.93,18.81,68.56
3432,42.71,23.419,95844.94,29.78,37.23
3092,42.666,23.284,94764.58,20.0,0.0
1850,42.677,23.311,95221.37,25.96,48.77
3642,42.694,23.36,94179.78,20.48,77.94
3836,42.702,23.371,95314.73,22.09,65.26
3620,42.678,23.254,94865.34,14.34,92.22
1962,42.69,23.324,95229.77,26.15,43.62
1850,42.677,23.311,94993.23,33.75,35.98
2216,42.664,23.373,94093.37,28.32,51.02
3438,42.738,23.293,95412.34,33.07,27.89
2228,42.693,23.333,94843.99,29.7,41.91
1952,42.709,23.398,95534.42,19.98,63.48
3472,42.669,23.318,94591.39,21.66,50.03
1764,42.622,23.366,93917.06,19.95,73.94
3474,42.68,23.293,94797.11,30.5,36.37
3428,42.624,23.406,94637.82,25.16,42.83
2323,42.686,23.4,95674.2,23.0,55.95
2323,42.686,23.4,95067.83,23.22,43.84
3432,42.71,23.419,95209.08,23.72,59.62
1962,42.69,23.324,95316.7,21.01,60.98
3982,42.654,23.33,94345.06,24.91,0.0
3096,42.7,23.36,95496.63,23.65,61.29
3436,42.693,23.359,94564.66,18.2,88.24
2262,42.691,23.324,94858.23,34.75,25.6
3642,42.694,23.36,94141.08,25.75,57.17
2294,42.645,23.265,92836.2,15.29,81.95
3738,42.7,23.332,95757.97,37.52,19.8
2323,42.686,23.4,95579.02,30.13,32.16
3620,42.678,23.254,94521.94,22.72,54.38
1764,42.622,23.366,94147.34,32.04,39.54
3432,42.71,23.419,94990.76,39.23,25.37
2266,42.738,23.272,95216.82,30.33,34.21
1764,42.622,23.366,94272.05,16.74,72.87
1846,42.64,23.31,94052.45,31.77,30.81
1764,42.622,23.366,94204.58,34.16,37.9
2036,42.657,23.349,94474.86,39.2,22.05
3836,42.702,23.371,94705.91,17.44,89.42
2216,42.664,23.373,95175.15,17.3,82.8
3428,42.624,23.406,95511.92,22.97,55.53
2607,42.66,23.319,94759.47,21.41,53.83
3438,42.738,23.293,95056.38,43.36,15.49
3296,42.671,23.325,94443.52,28.38,36.32
3474,42.68,23.293,95211.89,27.19,37.44
3096,42.7,23.36,94922.17,29.66,40.59
2294,42.645,23.265,92506.13,35.38,30.19
2040,42.686,23.351,94864.06,35.4,19.76
3092,42.666,23.284,94867.08,21.71,0.0
3738,42.7,23.332,95221.22,24.34,59.75
3432,42.71,23.419,95543.25,25.87,55.38
2294,42.645,23.265,92922.87,18.77,48.45
1764,42.622,23.366,94260.85,14.76,93.28
3512,42.683,23.335,95676.39,23.9,48.79
1954,42.704,23.354,94156.01,33.14,31.81
2038,42.694,23.32,95517.09,26.47,32.44
3102,42.665,23.392,95360.86,19.22,69.51
1850,42.677,23.311,95583.64,19.01,67.06
2264,42.671,23.31,95073.49,24.49,61.0
1954,42.704,23.354,95435.77,21.58,65.99
3472,42.669,23.318,94657.45,23.84,63.58
2038,42.694,23.32,95610.77,22.76,46.95
2234,42.685,23.356,94639.98,41.96,10.89
4477,42.629,23.301,91555.36,15.91,81.24
3620,42.678,23.254,94695.02,33.48,30.2
3474,42.68,23.293,95237.63,21.52,58.44
3436,42.693,23.359,95414.85,35.15,26.59
2294,42.645,23.265,92052.03,25.82,55.35
2607,42.66,23.319,94630.41,22.07,63.53
2036,42.657,23.349,95060.09,22.87,53.62
1850,42.677,23.311,95347.12,21.87,54.06
2294,42.645,23.265,93116.8,19.52,57.76
3474,42.68,23.293,93759.19,24.23,61.95
3096,42.7,23.36,95479.73,22.42,64.05
3512,42.683,23.335,94512.36,23.96,60.06
3102,42.665,23.392,94468.21,19.68,74.21
4475,42.654,23.316,93766.8,17.3,79.35
2224,42.651,23.335,94137.29,38.17,19.14
2294,42.645,23.265,92504.43,26.67,48.63
2294,42.645,23.265,92814.28,16.27,70.22
3102,42.665,23.392,95210.91,40.27,15.34
4477,42.629,23.301,91568.45,18.16,73.49
3092,42.666,23.284,94336.3,25.35,40.3
2262,42.691,23.324,95747.55,19.64,57.22
1954,42.704,23.354,95536.11,34.12,34.08
2262,42.691,23.324,95266.02,36.33,23.58
3092,42.666,23.284,94308.25,32.76,0.0
2294,42.645,23.265,92449.77,19.9,55.25
3092,42.666,23.284,94749.31,38.3,19.36
3102,42.665,23.392,95663.44,18.82,68.87
2294,42.645,23.265,92375.7,32.56,35.8
2262,42.691,23.324,94445.77,23.74,51.28
2607,42.66,23.319,93602.07,26.97,53.91
3438,42.738,23.293,95259.87,16.01,92.1
3092,42.666,23.284,94822.61,26.87,0.0
2323,42.686,23.4,95479.44,21.46,73.64
1954,42.704,23.354,95178.34,33.23,35.8
1850,42.677,23.311,95539.07,25.22,35.78
3558,42.671,23.364,95374.61,25.27,43.0
2262,42.691,23.324,94969.13,24.1,42.94
1952,42.709,23.398,95219.31,34.23,24.86
2036,42.657,23.349,94785.36,30.88,32.32
2036,42.657,23.349,94473.55,20.06,56.89
3738,42.7,23.332,95045.81,29.44,35.09
3438,42.738,23.293,95000.1,28.01,38.74
3836,42.702,23.371,96124.72,23.4,52.7
3836,42.702,23.371,95851.78,22.17,69.34
3096,42.7,23.36,94563.52,21.51,64.55
3982,42.654,23.33,94955.59,24.15,0.0
3968,42.689,23.357,95210.47,31.66,40.99
1954,42.704,23.354,95203.17,32.01,27.15
1850,42.677,23.311,94465.16,33.95,36.24
3474,42.68,23.293,94768.7,18.11,82.94
3092,42.666,23.284,94416.34,27.08,0.0
1962,42.69,23.324,94877.05,20.49,53.53
2228,42.693,23.333,94427.55,32.55,32.45
3296,42.671,23.325,95301.63,31.69,30.84
3836,42.702,23.371,95156.54,35.74,32.69
3982,42.654,23.33,94884.23,32.47,0.0
1846,42.64,23.31,93977.04,32.52,34.32
2234,42.685,23.356,95353.27,20.95,69.14
3620,42.678,23.254,94746.23,30.35,43.69
2262,42.691,23.324,94907.68,23.27,62.21
3738,42.7,23.332,95637.82,22.45,53.56
2040,42.686,23.351,117638.84,-145.12,100.0
3836,42.702,23.371,94750.83,19.34,82.46
2036,42.657,23.349,95308.81,16.07,91.4
3474,42.68,23.293,94814.66,22.05,43.49
2262,42.691,23.324,95600.25,18.95,68.11
2607,42.66,23.319,93866.26,18.4,82.34
2216,42.664,23.373,94716.57,34.28,24.98
2323,42.686,23.4,95809.0,26.7,37.57
2232,42.685,23.301,95058.61,25.79,46.1
1952,42.709,23.398,95604.31,16.31,77.49
1850,42.677,23.311,94694.66,30.83,36.93
2323,42.686,23.4,95002.34,38.68,23.42
1764,42.622,23.366,94521.0,17.87,72.5
3642,42.694,23.36,95423.56,35.78,27.61
2294,42.645,23.265,92947.69,45.78,15.88
3982,42.654,23.33,95006.78,32.63,0.0
4475,42.654,23.316,94921.19,21.22,57.11
3558,42.671,23.364,94537.0,33.52,27.37
2232,42.685,23.301,95036.08,23.57,50.88
3102,42.665,23.392,95418.94,19.04,64.16
2224,42.651,23.335,95152.11,24.77,42.34
4475,42.654,23.316,94928.48,23.38,50.5
3438,42.738,23.293,95779.28,17.61,72.98
2036,42.657,23.349,94338.33,32.96,33.3
2230,42.692,23.332,95250.23,28.48,41.23
2266,42.738,23.272,95765.12,30.02,32.4
3982,42.654,23.33,94945.33,25.95,0.0
2228,42.693,23.333,94871.16,22.48,47.61
2036,42.657,23.349,94896.52,18.09,83.53
2323,42.686,23.4,95647.89,29.52,42.59
3620,42.678,23.254,94967.36,18.97,66.65
3102,42.665,23.392,95297.94,26.61,48.05
2264,42.671,23.31,94600.25,26.75,50.73
2262,42.691,23.324,95339.2,25.35,51.8
1962,42.69,23.324,95468.61,15.89,78.5
3500,42.703,23.349,95343.79,16.92,82.58
3432,42.71,23.419,96003.12,24.0,55.35
3620,42.678,23.254,94580.03,30.67,37.44
2234,42.685,23.356,95070.84,32.72,21.91
1954,42.704,23.354,95633.23,28.32,31.66
3092,42.666,23.284,95139.21,18.5,0.0
2262,42.691,23.324,94300.34,34.27,30.18
3738,42.7,23.332,95446.47,31.08,31.29
3428,42.624,23.406,95093.88,26.85,44.55
2262,42.691,23.324,95160.91,27.8,41.52
2036,42.657,23.349,94142.45,16.78,89.76
3620,42.678,23.254,94282.11,31.48,42.64
3474,42.68,23.293,94995.27,26.97,40.98
3558,42.671,23.364,95101.3,16.16,82.58
1846,42.64,23.31,93968.8,19.84,78.22
1850,42.677,23.311,95012.98,31.46,32.54
1846,42.64,23.31,94418.39,17.66,70.94
3096,42.7,23.36,94895.66,30.34,23.65
3096,42.7,23.36,94690.42,25.68,54.22
3836,42.702,23.371,95654.48,20.08,85.04
3968,42.689,23.357,95280.63,25.76,40.86
2230,42.692,23.332,95719.33,22.34,61.4
3432,42.71,23.419,95377.7,24.2,65.42
3982,42.654,23.33,94963.37,23.04,0.0
3500,42.703,23.349,94595.91,24.37,41.78
4473,42.625,23.321,93320.45,27.02,38.9
2607,42.66,23.319,94578.39,22.24,48.99
2294,42.645,23.265,92492.94,22.45,47.63
2216,42.664,23.373,94119.91,31.08,41.79
1764,42.622,23.366,93845.67,27.68,38.48
2232,42.685,23.301,95495.18,20.31,70.63
2607,42.66,23.319,93935.78,25.77,46.52
1954,42.704,23.354,95178.13,22.04,60.5
2036,42.657,23.349,95147.91,24.24,54.63
3432,42.71,23.419,96118.2,19.19,73.3
3836,42.702,23.371,94790.89,24.57,50.52
3512,42.683,23.335,94717.97,28.77,43.82
3436,42.693,23.359,95037.66,23.44,46.2
4469,42.665,23.293,93336.41,30.58,35.01
3326,42.662,23.368,95080.28,19.23,67.29
3096,42.7,23.36,95542.05,19.47,66.45
2266,42.738,23.272,95101.94,21.11,68.57
3474,42.68,23.293,94008.85,19.12,78.78
1962,42.69,23.324,95638.79,19.66,60.75
1952,42.709,23.398,95968.54,27.23,32.02
3438,42.738,23.293,95094.83,22.43,61.42
3102,42.665,23.392,95532.02,30.4,34.12
